0;56;0 21;77;0 20,6625213605712;77;-3,74969479077137
48,2125498413329;-98;-8,7492878451332 20,6625213605712;-98;-3,74969479077137 19,6609322834345;-98;-7,3788713057082 45,8755086613471;-98;-17,2173663799858
20,6625213605712;-98;-3,74969479077137 0;-98;0 19,6609322834345;-98;-7,3788713057082
0;56;0 19,6609322834345;77;-7,3788713057082 18,0274246656392;77;-10,770884825524
19,6609322834345;77;-7,3788713057082 19,6609322834345;105;-7,3788713057082 18,0274246656392;105;-10,770884825524 18,0274246656392;77;-10,770884825524
19,6609322834345;105;-7,3788713057082 26,2145763779126;105;-9,8384950742776 24,0365662208523;105;-14,3611797673654 18,0274246656392;105;-10,770884825524
26,2145763779126;105;-9,8384950742776 32,7682204723908;105;-12,298118842847 30,0457077760653;105;-17,9514747092067 24,0365662208523;105;-14,3611797673654
32,7682204723908;105;-12,298118842847 39,321864566869;105;-14,7577426114164 36,0548493312784;105;-21,5417696510481 30,0457077760653;105;-17,9514747092067
39,321864566869;105;-14,7577426114164 39,321864566869;91;-14,7577426114164 36,0548493312784;91;-21,5417696510481 36,0548493312784;105;-21,5417696510481
39,321864566869;91;-14,7577426114164 32,7682204723908;84;-12,298118842847 30,0457077760653;84;-17,9514747092067 36,0548493312784;91;-21,5417696510481
32,7682204723908;84;-12,298118842847 26,2145763779126;77;-9,8384950742776 24,0365662208523;77;-14,3611797673654 30,0457077760653;84;-17,9514747092067
26,2145763779126;77;-9,8384950742776 32,7682204723908;63;-12,298118842847 30,0457077760653;63;-17,9514747092067 24,0365662208523;77;-14,3611797673654
32,7682204723908;63;-12,298118842847 39,321864566869;56;-14,7577426114164 36,0548493312784;56;-21,5417696510481 30,0457077760653;63;-17,9514747092067
39,321864566869;56;-14,7577426114164 52,4291527558253;42;-19,6769901485552 48,0731324417045;42;-28,7223595347308 36,0548493312784;56;-21,5417696510481
52,4291527558253;42;-19,6769901485552 65,5364409447816;21;-24,596237685694 60,0914155521306;21;-35,9029494184134 48,0731324417045;42;-28,7223595347308
65,5364409447816;21;-24,596237685694 91,7510173226943;-14;-34,4347327599716 84,1279817729829;-14;-50,2641291857788 60,0914155521306;21;-35,9029494184134
91,7510173226943;-14;-34,4347327599716 91,7510173226943;-42;-34,4347327599716 84,1279817729829;-42;-50,2641291857788 84,1279817729829;-14;-50,2641291857788
91,7510173226943;-42;-34,4347327599716 91,7510173226943;-70;-34,4347327599716 84,1279817729829;-70;-50,2641291857788 84,1279817729829;-42;-50,2641291857788
91,7510173226943;-70;-34,4347327599716 85,1973732282161;-91;-31,9751089914022 78,1188402177698;-91;-46,6738342439375 84,1279817729829;-70;-50,2641291857788
85,1973732282161;-91;-31,9751089914022 45,8755086613471;-98;-17,2173663799858 42,0639908864914;-98;-25,1320645928894 78,1188402177698;-91;-46,6738342439375
45,8755086613471;-98;-17,2173663799858 19,6609322834345;-98;-7,3788713057082 18,0274246656392;-98;-10,770884825524 42,0639908864914;-98;-25,1320645928894
19,6609322834345;-98;-7,3788713057082 0;-98;0 18,0274246656392;-98;-10,770884825524
0;56;0 18,0274246656392;77;-10,770884825524 15,8145007860758;77;-13,816713244734
18,0274246656392;77;-10,770884825524 18,0274246656392;105;-10,770884825524 15,8145007860758;105;-13,816713244734 15,8145007860758;77;-13,816713244734
18,0274246656392;105;-10,770884825524 24,0365662208523;105;-14,3611797673654 21,0860010481011;105;-18,422284326312 15,8145007860758;105;-13,816713244734
24,0365662208523;105;-14,3611797673654 30,0457077760653;105;-17,9514747092067 26,3575013101264;105;-23,0278554078899 21,0860010481011;105;-18,422284326312
30,0457077760653;105;-17,9514747092067 36,0548493312784;105;-21,5417696510481 31,6290015721517;105;-27,6334264894679 26,3575013101264;105;-23,0278554078899
36,0548493312784;105;-21,5417696510481 36,0548493312784;91;-21,5417696510481 31,6290015721517;91;-27,6334264894679 31,6290015721517;105;-27,6334264894679
36,0548493312784;91;-21,5417696510481 30,0457077760653;84;-17,9514747092067 26,3575013101264;84;-23,0278554078899 31,6290015721517;91;-27,6334264894679
30,0457077760653;84;-17,9514747092067 24,0365662208523;77;-14,3611797673654 21,0860010481011;77;-18,422284326312 26,3575013101264;84;-23,0278554078899
24,0365662208523;77;-14,3611797673654 30,0457077760653;63;-17,9514747092067 26,3575013101264;63;-23,0278554078899 21,0860010481011;77;-18,422284326312
30,0457077760653;63;-17,9514747092067 36,0548493312784;56;-21,5417696510481 31,6290015721517;56;-27,6334264894679 26,3575013101264;63;-23,0278554078899
36,0548493312784;56;-21,5417696510481 48,0731324417045;42;-28,7223595347308 42,1720020962022;42;-36,8445686526239 31,6290015721517;56;-27,6334264894679
48,0731324417045;42;-28,7223595347308 60,0914155521306;21;-35,9029494184134 52,7150026202528;21;-46,0557108157799 42,1720020962022;42;-36,8445686526239
60,0914155521306;21;-35,9029494184134 84,1279817729829;-14;-50,2641291857788 73,8010036683539;-14;-64,4779951420919 52,7150026202528;21;-46,0557108157799
84,1279817729829;-14;-50,2641291857788 84,1279817729829;-42;-50,2641291857788 73,8010036683539;-42;-64,4779951420919 73,8010036683539;-14;-64,4779951420919
84,1279817729829;-42;-50,2641291857788 84,1279817729829;-70;-50,2641291857788 73,8010036683539;-70;-64,4779951420919 73,8010036683539;-42;-64,4779951420919
84,1279817729829;-70;-50,2641291857788 78,1188402177698;-91;-46,6738342439375 68,5295034063286;-91;-59,8724240605139 73,8010036683539;-70;-64,4779951420919
78,1188402177698;-91;-46,6738342439375 42,0639908864914;-98;-25,1320645928894 36,900501834177;-98;-32,2389975710459 68,5295034063286;-91;-59,8724240605139
42,0639908864914;-98;-25,1320645928894 18,0274246656392;-98;-10,770884825524 15,8145007860758;-98;-13,816713244734 36,900501834177;-98;-32,2389975710459
18,0274246656392;-98;-10,770884825524 0;-98;0 15,8145007860758;-98;-13,816713244734
0;56;0 15,8145007860758;77;-13,816713244734 13,0932858390334;77;-16,4184611318286
15,8145007860758;77;-13,816713244734 15,8145007860758;105;-13,816713244734 13,0932858390334;105;-16,4184611318286 13,0932858390334;77;-16,4184611318286
15,8145007860758;105;-13,816713244734 21,0860010481011;105;-18,422284326312 17,4577144520445;105;-21,8912815091048 13,0932858390334;105;-16,4184611318286
21,0860010481011;105;-18,422284326312 26,3575013101264;105;-23,0278554078899 21,8221430650557;105;-27,3641018863811 17,4577144520445;105;-21,8912815091048
26,3575013101264;105;-23,0278554078899 31,6290015721517;105;-27,6334264894679 26,1865716780668;105;-32,8369222636573 21,8221430650557;105;-27,3641018863811
31,6290015721517;105;-27,6334264894679 31,6290015721517;91;-27,6334264894679 26,1865716780668;91;-32,8369222636573 26,1865716780668;105;-32,8369222636573
31,6290015721517;91;-27,6334264894679 26,3575013101264;84;-23,0278554078899 21,8221430650557;84;-27,3641018863811 26,1865716780668;91;-32,8369222636573
26,3575013101264;84;-23,0278554078899 21,0860010481011;77;-18,422284326312 17,4577144520445;77;-21,8912815091048 21,8221430650557;84;-27,3641018863811
21,0860010481011;77;-18,422284326312 26,3575013101264;63;-23,0278554078899 21,8221430650557;63;-27,3641018863811 17,4577144520445;77;-21,8912815091048
26,3575013101264;63;-23,0278554078899 31,6290015721517;56;-27,6334264894679 26,1865716780668;56;-32,8369222636573 21,8221430650557;63;-27,3641018863811
31,6290015721517;56;-27,6334264894679 42,1720020962022;42;-36,8445686526239 34,9154289040891;42;-43,7825630182097 26,1865716780668;56;-32,8369222636573
42,1720020962022;42;-36,8445686526239 52,7150026202528;21;-46,0557108157799 43,6442861301114;21;-54,7282037727621 34,9154289040891;42;-43,7825630182097
52,7150026202528;21;-46,0557108157799 73,8010036683539;-14;-64,4779951420919 61,1020005821559;-14;-76,6194852818669 43,6442861301114;21;-54,7282037727621
73,8010036683539;-14;-64,4779951420919 73,8010036683539;-42;-64,4779951420919 61,1020005821559;-42;-76,6194852818669 61,1020005821559;-14;-76,6194852818669
73,8010036683539;-42;-64,4779951420919 73,8010036683539;-70;-64,4779951420919 61,1020005821559;-70;-76,6194852818669 61,1020005821559;-42;-76,6194852818669
73,8010036683539;-70;-64,4779951420919 68,5295034063286;-91;-59,8724240605139 56,7375719691447;-91;-71,1466649045907 61,1020005821559;-70;-76,6194852818669
68,5295034063286;-91;-59,8724240605139 36,900501834177;-98;-32,2389975710459 30,551000291078;-98;-38,3097426409335 56,7375719691447;-91;-71,1466649045907
36,900501834177;-98;-32,2389975710459 15,8145007860758;-98;-13,816713244734 13,0932858390334;-98;-16,4184611318286 30,551000291078;-98;-38,3097426409335
15,8145007860758;-98;-13,816713244734 0;-98;0 13,0932858390334;-98;-16,4184611318286
0;56;0 13,0932858390334;77;-16,4184611318286 9,95124191193297;77;-18,4925061689915
13,0932858390334;77;-16,4184611318286 13,0932858390334;105;-16,4184611318286 9,95124191193297;105;-18,4925061689915 9,95124191193297;77;-18,4925061689915
13,0932858390334;105;-16,4184611318286 17,4577144520445;105;-21,8912815091048 13,268322549244;105;-24,6566748919887 9,95124191193297;105;-18,4925061689915
17,4577144520445;105;-21,8912815091048 21,8221430650557;105;-27,3641018863811 16,585403186555;105;-30,8208436149858 13,268322549244;105;-24,6566748919887
21,8221430650557;105;-27,3641018863811 26,1865716780668;105;-32,8369222636573 19,902483823866;105;-36,985012337983 16,585403186555;105;-30,8208436149858
26,1865716780668;105;-32,8369222636573 26,1865716780668;91;-32,8369222636573 19,902483823866;91;-36,985012337983 19,902483823866;105;-36,985012337983
26,1865716780668;91;-32,8369222636573 21,8221430650557;84;-27,3641018863811 16,585403186555;84;-30,8208436149858 19,902483823866;91;-36,985012337983
21,8221430650557;84;-27,3641018863811 17,4577144520445;77;-21,8912815091048 13,268322549244;77;-24,6566748919887 16,585403186555;84;-30,8208436149858
17,4577144520445;77;-21,8912815091048 21,8221430650557;63;-27,3641018863811 16,585403186555;63;-30,8208436149858 13,268322549244;77;-24,6566748919887
21,8221430650557;63;-27,3641018863811 26,1865716780668;56;-32,8369222636573 19,902483823866;56;-36,985012337983 16,585403186555;63;-30,8208436149858
26,1865716780668;56;-32,8369222636573 34,9154289040891;42;-43,7825630182097 26,5366450984879;42;-49,3133497839774 19,902483823866;56;-36,985012337983
34,9154289040891;42;-43,7825630182097 43,6442861301114;21;-54,7282037727621 33,1708063731099;21;-61,6416872299717 26,5366450984879;42;-49,3133497839774
43,6442861301114;21;-54,7282037727621 61,1020005821559;-14;-76,6194852818669 46,4391289223539;-14;-86,2983621219604 33,1708063731099;21;-61,6416872299717
61,1020005821559;-14;-76,6194852818669 61,1020005821559;-42;-76,6194852818669 46,4391289223539;-42;-86,2983621219604 46,4391289223539;-14;-86,2983621219604
61,1020005821559;-42;-76,6194852818669 61,1020005821559;-70;-76,6194852818669 46,4391289223539;-70;-86,2983621219604 46,4391289223539;-42;-86,2983621219604
61,1020005821559;-70;-76,6194852818669 56,7375719691447;-91;-71,1466649045907 43,1220482850429;-91;-80,1341933989632 46,4391289223539;-70;-86,2983621219604
56,7375719691447;-91;-71,1466649045907 30,551000291078;-98;-38,3097426409335 23,219564461177;-98;-43,1491810609802 43,1220482850429;-91;-80,1341933989632
30,551000291078;-98;-38,3097426409335 13,0932858390334;-98;-16,4184611318286 9,95124191193297;-98;-18,4925061689915 23,219564461177;-98;-43,1491810609802
13,0932858390334;-98;-16,4184611318286 0;-98;0 9,95124191193297;-98;-18,4925061689915
0;56;0 9,95124191193297;77;-18,4925061689915 6,4893568818739;77;-19,9721868421982
9,95124191193297;77;-18,4925061689915 9,95124191193297;105;-18,4925061689915 6,4893568818739;105;-19,9721868421982 6,4893568818739;77;-19,9721868421982
9,95124191193297;105;-18,4925061689915 13,268322549244;105;-24,6566748919887 8,65247584249853;105;-26,6295824562643 6,4893568818739;105;-19,9721868421982
13,268322549244;105;-24,6566748919887 16,585403186555;105;-30,8208436149858 10,8155948031232;105;-33,2869780703304 8,65247584249853;105;-26,6295824562643
16,585403186555;105;-30,8208436149858 19,902483823866;105;-36,985012337983 12,9787137637478;105;-39,9443736843965 10,8155948031232;105;-33,2869780703304
19,902483823866;105;-36,985012337983 19,902483823866;91;-36,985012337983 12,9787137637478;91;-39,9443736843965 12,9787137637478;105;-39,9443736843965
19,902483823866;91;-36,985012337983 16,585403186555;84;-30,8208436149858 10,8155948031232;84;-33,2869780703304 12,9787137637478;91;-39,9443736843965
16,585403186555;84;-30,8208436149858 13,268322549244;77;-24,6566748919887 8,65247584249853;77;-26,6295824562643 10,8155948031232;84;-33,2869780703304
13,268322549244;77;-24,6566748919887 16,585403186555;63;-30,8208436149858 10,8155948031232;63;-33,2869780703304 8,65247584249853;77;-26,6295824562643
16,585403186555;63;-30,8208436149858 19,902483823866;56;-36,985012337983 12,9787137637478;56;-39,9443736843965 10,8155948031232;63;-33,2869780703304
19,902483823866;56;-36,985012337983 26,5366450984879;42;-49,3133497839774 17,3049516849971;42;-53,2591649125286 12,9787137637478;56;-39,9443736843965
26,5366450984879;42;-49,3133497839774 33,1708063731099;21;-61,6416872299717 21,6311896062463;21;-66,5739561406608 17,3049516849971;42;-53,2591649125286
33,1708063731099;21;-61,6416872299717 46,4391289223539;-14;-86,2983621219604 30,2836654487449;-14;-93,2035385969251 21,6311896062463;21;-66,5739561406608
46,4391289223539;-14;-86,2983621219604 46,4391289223539;-42;-86,2983621219604 30,2836654487449;-42;-93,2035385969251 30,2836654487449;-14;-93,2035385969251
46,4391289223539;-42;-86,2983621219604 46,4391289223539;-70;-86,2983621219604 30,2836654487449;-70;-93,2035385969251 30,2836654487449;-42;-93,2035385969251
46,4391289223539;-70;-86,2983621219604 43,1220482850429;-91;-80,1341933989632 28,1205464881202;-91;-86,546142982859 30,2836654487449;-70;-93,2035385969251
43,1220482850429;-91;-80,1341933989632 23,219564461177;-98;-43,1491810609802 15,1418327243724;-98;-46,6017692984626 28,1205464881202;-91;-86,546142982859
23,219564461177;-98;-43,1491810609802 9,95124191193297;-98;-18,4925061689915 6,4893568818739;-98;-19,9721868421982 15,1418327243724;-98;-46,6017692984626
9,95124191193297;-98;-18,4925061689915 0;-98;0 6,4893568818739;-98;-19,9721868421982
0;56;0 6,4893568818739;77;-19,9721868421982 2,81889858217076;77;-20,8099449971266
6,4893568818739;77;-19,9721868421982 6,4893568818739;105;-19,9721868421982 2,81889858217076;105;-20,8099449971266 2,81889858217076;77;-20,8099449971266
6,4893568818739;105;-19,9721868421982 8,65247584249853;105;-26,6295824562643 3,75853144289435;105;-27,7465933295022 2,81889858217076;105;-20,8099449971266
8,65247584249853;105;-26,6295824562643 10,8155948031232;105;-33,2869780703304 4,69816430361794;105;-34,6832416618777 3,75853144289435;105;-27,7465933295022
10,8155948031232;105;-33,2869780703304 12,9787137637478;105;-39,9443736843965 5,63779716434153;105;-41,6198899942533 4,69816430361794;105;-34,6832416618777
12,9787137637478;105;-39,9443736843965 12,9787137637478;91;-39,9443736843965 5,63779716434153;91;-41,6198899942533 5,63779716434153;105;-41,6198899942533
12,9787137637478;91;-39,9443736843965 10,8155948031232;84;-33,2869780703304 4,69816430361794;84;-34,6832416618777 5,63779716434153;91;-41,6198899942533
10,8155948031232;84;-33,2869780703304 8,65247584249853;77;-26,6295824562643 3,75853144289435;77;-27,7465933295022 4,69816430361794;84;-34,6832416618777
8,65247584249853;77;-26,6295824562643 10,8155948031232;63;-33,2869780703304 4,69816430361794;63;-34,6832416618777 3,75853144289435;77;-27,7465933295022
10,8155948031232;63;-33,2869780703304 12,9787137637478;56;-39,9443736843965 5,63779716434153;56;-41,6198899942533 4,69816430361794;63;-34,6832416618777
12,9787137637478;56;-39,9443736843965 17,3049516849971;42;-53,2591649125286 7,5170628857887;42;-55,4931866590044 5,63779716434153;56;-41,6198899942533
17,3049516849971;42;-53,2591649125286 21,6311896062463;21;-66,5739561406608 9,39632860723588;21;-69,3664833237555 7,5170628857887;42;-55,4931866590044
21,6311896062463;21;-66,5739561406608 30,2836654487449;-14;-93,2035385969251 13,1548600501303;-14;-97,1130766532577 9,39632860723588;21;-69,3664833237555
30,2836654487449;-14;-93,2035385969251 30,2836654487449;-42;-93,2035385969251 13,1548600501303;-42;-97,1130766532577 13,1548600501303;-14;-97,1130766532577
30,2836654487449;-42;-93,2035385969251 30,2836654487449;-70;-93,2035385969251 13,1548600501303;-70;-97,1130766532577 13,1548600501303;-42;-97,1130766532577
30,2836654487449;-70;-93,2035385969251 28,1205464881202;-91;-86,546142982859 12,2152271894066;-91;-90,1764283208821 13,1548600501303;-70;-97,1130766532577
28,1205464881202;-91;-86,546142982859 15,1418327243724;-98;-46,6017692984626 6,57743002506513;-98;-48,5565383266288 12,2152271894066;-91;-90,1764283208821
15,1418327243724;-98;-46,6017692984626 6,4893568818739;-98;-19,9721868421982 2,81889858217076;-98;-20,8099449971266 6,57743002506513;-98;-48,5565383266288
6,4893568818739;-98;-19,9721868421982 0;-98;0 2,81889858217076;-98;-20,8099449971266
0;56;0 2,81889858217076;77;-20,8099449971266 -0,942161437360817;77;-20,9788543973676
2,81889858217076;77;-20,8099449971266 2,81889858217076;105;-20,8099449971266 -0,942161437360817;105;-20,9788543973676 -0,942161437360817;77;-20,9788543973676
2,81889858217076;105;-20,8099449971266 3,75853144289435;105;-27,7465933295022 -1,25621524981443;105;-27,9718058631568 -0,942161437360817;105;-20,9788543973676
3,75853144289435;105;-27,7465933295022 4,69816430361794;105;-34,6832416618777 -1,57026906226803;105;-34,964757328946 -1,25621524981443;105;-27,9718058631568
4,69816430361794;105;-34,6832416618777 5,63779716434153;105;-41,6198899942533 -1,88432287472163;105;-41,9577087947352 -1,57026906226803;105;-34,964757328946
5,63779716434153;105;-41,6198899942533 5,63779716434153;91;-41,6198899942533 -1,88432287472163;91;-41,9577087947352 -1,88432287472163;105;-41,9577087947352
5,63779716434153;91;-41,6198899942533 4,69816430361794;84;-34,6832416618777 -1,57026906226803;84;-34,964757328946 -1,88432287472163;91;-41,9577087947352
4,69816430361794;84;-34,6832416618777 3,75853144289435;77;-27,7465933295022 -1,25621524981443;77;-27,9718058631568 -1,57026906226803;84;-34,964757328946
3,75853144289435;77;-27,7465933295022 4,69816430361794;63;-34,6832416618777 -1,57026906226803;63;-34,964757328946 -1,25621524981443;77;-27,9718058631568
4,69816430361794;63;-34,6832416618777 5,63779716434153;56;-41,6198899942533 -1,88432287472163;56;-41,9577087947352 -1,57026906226803;63;-34,964757328946
5,63779716434153;56;-41,6198899942533 7,5170628857887;42;-55,4931866590044 -2,51243049962885;42;-55,9436117263137 -1,88432287472163;56;-41,9577087947352
7,5170628857887;42;-55,4931866590044 9,39632860723588;21;-69,3664833237555 -3,14053812453605;21;-69,9295146578921 -2,51243049962885;42;-55,9436117263137
9,39632860723588;21;-69,3664833237555 13,1548600501303;-14;-97,1130766532577 -4,39675337435045;-14;-97,9013205210489 -3,14053812453605;21;-69,9295146578921
13,1548600501303;-14;-97,1130766532577 13,1548600501303;-42;-97,1130766532577 -4,39675337435045;-42;-97,9013205210489 -4,39675337435045;-14;-97,9013205210489
13,1548600501303;-42;-97,1130766532577 13,1548600501303;-70;-97,1130766532577 -4,39675337435045;-70;-97,9013205210489 -4,39675337435045;-42;-97,9013205210489
13,1548600501303;-70;-97,1130766532577 12,2152271894066;-91;-90,1764283208821 -4,08269956189689;-91;-90,9083690552597 -4,39675337435045;-70;-97,9013205210489
12,2152271894066;-91;-90,1764283208821 6,57743002506513;-98;-48,5565383266288 -2,19837668717523;-98;-48,9506602605245 -4,08269956189689;-91;-90,9083690552597
6,57743002506513;-98;-48,5565383266288 2,81889858217076;-98;-20,8099449971266 -0,942161437360817;-98;-20,9788543973676 -2,19837668717523;-98;-48,9506602605245
2,81889858217076;-98;-20,8099449971266 0;-98;0 -0,942161437360817;-98;-20,9788543973676
0;56;0 -0,942161437360817;77;-20,9788543973676 -4,67293961308261;77;-20,4734861558183
-0,942161437360817;77;-20,9788543973676 -0,942161437360817;105;-20,9788543973676 -4,67293961308261;105;-20,4734861558183 -4,67293961308261;77;-20,4734861558183
-0,942161437360817;105;-20,9788543973676 -1,25621524981443;105;-27,9718058631568 -6,23058615077681;105;-27,2979815410911 -4,67293961308261;105;-20,4734861558183
-1,25621524981443;105;-27,9718058631568 -1,57026906226803;105;-34,964757328946 -7,78823268847101;105;-34,1224769263639 -6,23058615077681;105;-27,2979815410911
-1,57026906226803;105;-34,964757328946 -1,88432287472163;105;-41,9577087947352 -9,34587922616522;105;-40,9469723116366 -7,78823268847101;105;-34,1224769263639
-1,88432287472163;105;-41,9577087947352 -1,88432287472163;91;-41,9577087947352 -9,34587922616522;91;-40,9469723116366 -9,34587922616522;105;-40,9469723116366
-1,88432287472163;91;-41,9577087947352 -1,57026906226803;84;-34,964757328946 -7,78823268847101;84;-34,1224769263639 -9,34587922616522;91;-40,9469723116366
-1,57026906226803;84;-34,964757328946 -1,25621524981443;77;-27,9718058631568 -6,23058615077681;77;-27,2979815410911 -7,78823268847101;84;-34,1224769263639
-1,25621524981443;77;-27,9718058631568 -1,57026906226803;63;-34,964757328946 -7,78823268847101;63;-34,1224769263639 -6,23058615077681;77;-27,2979815410911
-1,57026906226803;63;-34,964757328946 -1,88432287472163;56;-41,9577087947352 -9,34587922616522;56;-40,9469723116366 -7,78823268847101;63;-34,1224769263639
-1,88432287472163;56;-41,9577087947352 -2,51243049962885;42;-55,9436117263137 -12,4611723015536;42;-54,5959630821822 -9,34587922616522;56;-40,9469723116366
-2,51243049962885;42;-55,9436117263137 -3,14053812453605;21;-69,9295146578921 -15,576465376942;21;-68,2449538527277 -12,4611723015536;42;-54,5959630821822
-3,14053812453605;21;-69,9295146578921 -4,39675337435045;-14;-97,9013205210489 -21,8070515277188;-14;-95,5429353938188 -15,576465376942;21;-68,2449538527277
-4,39675337435045;-14;-97,9013205210489 -4,39675337435045;-42;-97,9013205210489 -21,8070515277188;-42;-95,5429353938188 -21,8070515277188;-14;-95,5429353938188
-4,39675337435045;-42;-97,9013205210489 -4,39675337435045;-70;-97,9013205210489 -21,8070515277188;-70;-95,5429353938188 -21,8070515277188;-42;-95,5429353938188
-4,39675337435045;-70;-97,9013205210489 -4,08269956189689;-91;-90,9083690552597 -20,2494049900247;-91;-88,718440008546 -21,8070515277188;-70;-95,5429353938188
-4,08269956189689;-91;-90,9083690552597 -2,19837668717523;-98;-48,9506602605245 -10,9035257638594;-98;-47,7714676969094 -20,2494049900247;-91;-88,718440008546
-2,19837668717523;-98;-48,9506602605245 -0,942161437360817;-98;-20,9788543973676 -4,67293961308261;-98;-20,4734861558183 -10,9035257638594;-98;-47,7714676969094
-0,942161437360817;-98;-20,9788543973676 0;-98;0 -4,67293961308261;-98;-20,4734861558183
0;56;0 -4,67293961308261;77;-20,4734861558183 -8,2535256647324;77;-19,3100832235805
-4,67293961308261;77;-20,4734861558183 -4,67293961308261;105;-20,4734861558183 -8,2535256647324;105;-19,3100832235805 -8,2535256647324;77;-19,3100832235805
-4,67293961308261;105;-20,4734861558183 -6,23058615077681;105;-27,2979815410911 -11,0047008863099;105;-25,7467776314406 -8,2535256647324;105;-19,3100832235805
-6,23058615077681;105;-27,2979815410911 -7,78823268847101;105;-34,1224769263639 -13,7558761078873;105;-32,1834720393008 -11,0047008863099;105;-25,7467776314406
-7,78823268847101;105;-34,1224769263639 -9,34587922616522;105;-40,9469723116366 -16,5070513294648;105;-38,6201664471609 -13,7558761078873;105;-32,1834720393008
